UID,Start Time,Start Lat,Start Long,Stop Time,Stop Lat,Stop Long
d4745605,25/04/2019 05:05:31,-23.2768,175.1234,25/04/2019 05:07:39,-29.2596,-178.999
ba28f56c,25/04/2019 05:09:40,-34.5772,-172.7657,25/04/2019 05:11:48,-39.7616,-165.174
1be297dc,25/04/2019 05:13:49,-44.0479,-156.902,25/04/2019 05:15:57,-47.7498,-146.769
b5b157b3,25/04/2019 05:17:58,-50.2116,-135.9784,25/04/2019 05:20:07,-51.5136,-123.5345
8a1e785e,25/04/2019 05:22:07,-51.381,-111.5104,25/04/2019 05:24:16,-49.813,-99.2155
31b2e9e7,25/04/2019 05:26:16,-47.1361,-88.6499,25/04/2019 05:28:25,-43.2552,-78.7874
28859363,25/04/2019 05:30:25,-38.8423,-70.7492,25/04/2019 05:32:34,-33.5592,-63.3631
28228cc3,25/04/2019 05:34:34,-28.1702,-57.2766,25/04/2019 05:36:42,-22.1562,-51.5369
a90d484c,25/04/2019 05:38:43,-16.2671,-46.5967,25/04/2019 05:40:51,-9.8917,-41.715
2d223e6e,25/04/2019 05:42:52,-3.7927,-37.2981,25/04/2019 05:45:00,2.7138,-32.6804
afe2e516,25/04/2019 05:47:01,8.8259,-28.28,25/04/2019 05:49:09,15.2277,-23.4357
7f41d5e4,25/04/2019 05:51:10,21.151,-18.5547,25/04/2019 05:53:18,27.2343,-12.8855
187e4d5d,25/04/2019 05:55:19,32.6875,-6.9088,25/04/2019 05:57:27,38.065,0.3354
c9639c96,25/04/2019 05:59:28,42.5929,8.2178,25/04/2019 06:01:37,46.6266,17.9072
00d528fa,25/04/2019 06:03:38,49.4742,28.3248,25/04/2019 06:05:46,51.247,40.5345
801d266b,25/04/2019 06:07:47,51.5777,52.5807,25/04/2019 06:09:54,50.4738,65.1273
ba8ee483,25/04/2019 06:11:55,48.1642,76.1158,25/04/2019 06:13:22,45.8457,83.3001
0cb4897b,25/04/2019 06:22:46,22.8816,116.0465,25/04/2019 06:24:54,16.6547,121.3262
ba0beb8d,25/04/2019 06:26:54,10.6378,125.9649,25/04/2019 06:29:02,4.1832,130.6575
44af43cd,25/04/2019 06:31:03,-1.9485,135.0105,25/04/2019 06:33:11,-8.44,139.6719
c3480b78,25/04/2019 06:35:12,-14.4872,144.2196,25/04/2019 06:37:20,-20.7827,149.3602
209dd78c,25/04/2019 06:39:21,-26.525,154.6412,25/04/2019 06:41:29,-32.3351,160.9028
4fe8f5c5,25/04/2019 06:43:30,-37.4336,167.6205,25/04/2019 06:45:38,-42.2886,175.8427
9b89863e,25/04/2019 06:47:39,-46.1628,-175.1854,25/04/2019 06:49:48,-49.2923,-164.2951
e7e4bf04,25/04/2019 06:51:49,-51.0922,-152.923,25/04/2019 06:53:57,-51.6021,-140.2324
cddeb19d,25/04/2019 06:55:57,-50.7145,-128.357,25/04/2019 06:58:05,-48.4205,-116.6179
